ID,College Name,Region,Location,District,Autonomus_Status,Boys_Total,Girls_Total,Website Link,Contact Number,Email Address,Tpo Name,Tpo Contact Number
6222,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Pune,"Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",Kolhapur,Autonomous,270,155,www.dktes.com,2421300-203,dktestextile@gmail.com,Rajendra R Shah,2437311
6223,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Pune,"Post Box No.154,Gut No. 16, Hipparanga, Tuljapur Road, North Solapur ",Solapur,Non-Autonomous,175,50,www.orchidengg.ac.in,2500020,office@orchidengg.ac.in,Mr. Shelke S. S.,2500021
6225,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Pune,"Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",Kolhapur,Non-Autonomous,270,155,www.dktes.com,2421300-203,dkte@sancharnet.in,SHRI RAJENDRA R. SHAH,2437311
6231,"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",Pune,"S. No. 44/1, Opp Sinhagad Road, Vadgaon (Budruk), Pune 411041",Pune,Non-Autonomous,300,100,www.sinhgad.edu,24358360,directormca_siom@sinhgad.edu,Mrs. Rupali Warokar,24100000-802
6237,"Deccan Education Society's Technical Institute ,Pune",Pune,"BMCC Road, Opposite to IMDR, Fergussons Campus, Pune",Pune,Non-Autonomous,0,0,www.destip.org,67656281,principal@destip.org,Dr. Raviprakash H. Dongre,67656282
6239,"Sinhgad Technical Education Society, Sinhgad Institute of Management & Computer Application, Narhe (Ambegaon), Pune",Pune,"At Post Narhe, (Ambegaon), Off,Westerly by pass Pune- 411041",Pune,Non-Autonomous,400,250,www.sinhgad.edu,66831922,director_mca_simca@sinhgad.edu,Manish Kasabekar,66831907
6250,"D.Y. Patil College of Engineering and Technology, Kolhapur",Pune,"Kasaba Bavada,Taluka Karveer,Kolhapur",Kolhapur,Non-Autonomous,0,50,coek.dypgroup.edu.in,2601432-0231,info.dypcet@dypgroup.edu.in,Dr. Litesh Vasanji Malade,2601433-0231
6255,"Maharashtra Academy of Engineering & Educational Research's Maharashtra Institute of Pharmacy, Pune",Pune,"S.No.124, MIT Campus, Ex-servicemen Colony,  Paud Road, Kothrud, Pune ",Pune,Non-Autonomous,30,30,www.mippune.edu.in,30273653-3653,maeersmippune@gmail.com,Mr. L. T. Borade,30273673-3673
6265,"Walchand Institute of Technology, Solapur",Pune,"Solapur Seth Walchand Hirachand Marg, Ashok Chowk, P.B. No.634, Solapur",Solapur,Non-Autonomous,621,300,www.witsolapur.org,2652700-212,principal.witsolapur@gmail.com,K.S.Patil,2652700-212
6266,"Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology, Budhgaon,(Diploma) Sangli",Pune,"PVPIT), Budhgaon, Tasgaon Rd., Tal : Miraj ",Sangli,Non-Autonomous,210,100,www.pvpitsangli.edu.in,2366317,0045principal@msbte.com,Mr. Ashok Raghunath Kale,2366500
6267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Pune,"R.S. No. 199, B/1-3, Gokul_Shirgaon,Tal: Karveer Kolhapur , 416234",Kolhapur,Autonomous,300,100,www.kitcoek.in,7769001199,info@kitcoek.in,Dr. M. M. Mujumdar,2636202
6268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Pune,"At & Post - Warananagar Taluka : Panhala Kolhapur , 416113",Kolhapur,Non-Autonomous,1100,450,www.tkietwarana.ac.in,224012-103,principal@tkietwarana.ac.in,Mr. D. S. Thombare,224012-103
6270,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Pune,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Near Circuit House, Sadar Bazar, Camp-Satara",Satara,Non-Autonomous,270,50,www.kbpcoes.edu.in,230636-251,registrar@kbpcoes.edu.in,Mr. Ganesh Kisan Suravase,233005-251
6271,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,"Sr.No. 27, Pune -Satara Road,Dhankavdi, Pune ",Pune,Non-Autonomous,134,212,www.pict.edu,24371101-101,principal@pict.edu,Mr. M. G. Kshatriya,24371101
6272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Pune,"Sector-29,Nigdi Pradhikaran, Akurdi, Pune",Pune,Non-Autonomous,90,180,www.dypcoeakurdi.ac.in,27653054-111,principal@dypcoeakurdi.ac.in,Dr. N. S. Jain,27653058-111
6273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Pune,"666, Upper Indira Nagar, Bibwewadi, Pune",Pune,Autonomous,257,376,www.vit.edu,24283001-221,registrar@vit.edu,Prof. Ganesh D. Korwar,24202221-221
6274,"Pune Vidyarthi Griha's College of Engineering and Technology,  Pune",Pune,"44, Vidyanagari, Parvati, Shivdarshan Chowk, Near Muktangan English School, Pune",Pune,Non-Autonomous,138,70,www.pvgcoet.ac.in,24228258-300,info@pvgcoet.ac.in,HADAP MEENA PRASAD,24211514
6275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Pune,"Malegaon BK, Tal: Baramati Dist. Pune",Pune,Non-Autonomous,700,500,www.engg.svpm.org.in,255113,coembk.office@gmail.com,Phalke Rajaram Babasaheb,255113
6276,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Pune,"Karvenagar, Pune",Pune,Autonomous,0,882,www.cumminscollege.org,25311000-100,administrator@cumminscollege.org,Smt. Revati Gore,25311100-100
6277,"Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Pune,"Gat no. 314/330, Shirol wadi road, Jaisingpur Dist. Kolhapur",Kolhapur,Non-Autonomous,100,80,www.jjmcoe.ac.in,221123-113,principal@jjmcoe.ac.in,Shri S.B. Kolekar,221828
6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Pune,"Kennedy Road, Near R.T.O., Pune",Pune,Non-Autonomous,90,80,www.aissmscoe.com,26058587-1001,contact@aissmscoe.com,Mr A B Bhonsle,26059562
6281,"Modern Education Society's College of Engineering, Pune",Pune,"Wadia College Campus 19, Late Prin. V. K. Jog Path, Pune",Pune,Non-Autonomous,160,160,www.mescoepune.org,26163831-2020,principal@mescoepune.org,Mr S.S.Ingole,26169730
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Pune,At  Post : Ashta. Tal- Walwa Dist. Sangli ,Sangli,Autonomous,425,400,www.adcet.in,241107,profrak@rediffmail.com,Prof. S. B. Hivarekar,241115
6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Pune," Vidyanagari, Bhigwan Road, Baramati Dist. Pune ",Pune,Non-Autonomous,892,268,www.vpkbiet.org,239503-503,principal.vpkbiet@vidyapratishthan.com,Mr. Satish H. Taware,239500-500
6285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Pune,"Katraj,Dhankawadi campus, Pune-Satara Road, Pune ",Pune,Non-Autonomous,0,100,coewpune.bharatividyapeeth.edu,24371684-201,coewpune@bharatividyapeeth.edu,Mr. Sathe Ashok Tukaram,24371684-201
6288,"Bharati Vidyapeeth's College of Engineering, Kolhapur",Pune,"Near Chitranagari, Kolhapur",Kolhapur,Non-Autonomous,30,0,www.coekolhapur.bharatividyapeeth.edu,2638894-0231,coekolhapur@bharatividyapeeth.edu,Mr. Kadam R. L.,2639986-0231
6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Pune,Survey No.2/3/4 Kondhwa (Bk.) Pune,Pune,Autonomous,144,48,www.viit.ac.in,26950200-201,director@viit.ac.in,Mr. Mahesh S. Kurulekar ,26950201
6293,"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Pune,"Gat No.137, Solapur-Manglwedha-Kolhapur Highway,Taluka: North Solapur, Belati  Solapur",Solapur,Non-Autonomous,200,100,www.bmitsolapur.org,2283842-0217,bmit@bmssp.org,Mr Anand Siddharam Uppin,2283822-0217
6302,"Gourishankar Educational & Charitable Trust's Satara College of Engineering & Management, Limb, Satara",Pune,"Survey No.989,/A-1,  & 990/ At. Posty. Limb Taluka & District : Satara",Satara,Non-Autonomous,100,100,www.gourishankarengineering.org,268754-02162,scoem_sat@yahoo.com,Nirmal Pawar,268754-02162
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Pune,"Post Khamla(Bha.), Vita, Gat No.421,Tal- Khanapur Dist . Sangli",Sangli,Non-Autonomous,300,260,www.agiv.edu.in,229021,aitrc@agiv.edu.in,Mr. A. D. Chavan,229021
6307,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Pune,"1284, Ubale Nagar, Wagholi, Taluka Haveli Dist. Pune ",Pune,Non-Autonomous,200,75,www.dpcoe.com,66059900-203,dpcoepune@gmail.com,Pankaj P. Amrutkar,66059900-203
6308,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Pune,"18(2 A/2) Pratap Nagar , Bijapur Road, Solapur",Solapur,Non-Autonomous,100,100,www.agpit.edu.in,2342499,contact@agpit.edu.in, G N Kulkarni,2343099
6310,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Pune,"Vishnupuri Talegaon Station, Taluka Mavel, Dist. Pune",Pune,Non-Autonomous,84,96,www.nmiet.edu.in,231666-200,nmiettalegaon@gmail.com,Vijay Shirke,231888-200
6311,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Pune,"Gut No. 720/1 & 2, Pune Nagar Road, Wagholi, Tal. Hawali Dist. Pune",Pune,Non-Autonomous,0,240,www.bsiotr.org,67335108-251,pricipalbsiotr@gmail.com,Mr. Anuse Pritam Mahadev ,67335108-251
6313,"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Pune,"GAT No 329/1, Kille Macchindragad, 
Tal. Walwa Dist. Sangli",Sangli,Non-Autonomous,125,100,www.sspmjcem.com,266407,contact@sspmjcem.com,Mr. Pramod Pawar,8605480504
6315,"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Pune,"Sanjeevan Knowladge City, Somwarpeth (Injole), Panhala, Tal. Panhala. Dist. Kolhapur",Kolhapur,Non-Autonomous,179,69,www.seti.edu.in,2686600-21,office@seti.edu.in,Shri. B. V. Kumbhar,2686601
6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Pune,"Gat No.525 & 473/A, Yadrav, Tal. Shirol, Dist: Kolhapur",Kolhapur,Non-Autonomous,120,120,www.sitcoe.ac.in,253001-16,contact@sitcoe.org.in,Shinde D D,253016
6318,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",Pune,"S. No 209, At Post - Wadwadi, Tal - Khandala, Dist - Satara",Satara,Non-Autonomous,100,50,www.abhinavengg.org,286109,abhinavengineering@yahoo.com,Mrs.Yadhav Sunita A.,286109
6320,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Pune,"Survey No. 25/27, Post Yevalewadi, Village Pisoli, Near Bopdev Ghat, Near Hotel Garwa, Tal. Haveli. Dist. Pune",Pune,Non-Autonomous,50,40,www.kjei.edu.in,26934417,principalkjcoemr@gmail.com,SANDIP PRALHAD PANCHBHAI,65789009
6321,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Pune,"72/2 B, Pratap Nagar, Soregaon-Dongaon Road, Solapur",Solapur,Non-Autonomous,250,100,www.vvpengineering.org,6452555-0217,vvpiet@rediffmail.com,Mr. M. B. Patil,6054555-0217
6322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Pune,"At Dumberwadi, Post Khamundi(Otur), Tal. Junnar Dist. Pune",Pune,Non-Autonomous,60,60,www.spcoe.in,239202,principalspoce09@gmail.com,Benke Vishal Chandrakant,239203
6323,"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Pune,"A/P Ambi, Talegaon, Maval, Dist.Pune",Pune,Non-Autonomous,500,500,www.dyptc.com,306228-228,ddypea@gmail.com,SHRI. Bhavanrao Gaikwad,02114306-228
6324,"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Pune,"S.No. 237, Dhangwadi, Tal. Bhor. Dist.  Pune ",Pune,Non-Autonomous,340,120,www.rajgad.edu.in,282556-656,scscoe@gmail.com,Mr. Goraknath D. Jagtap,282556
6325,"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Pune,"Sr. No. 50, Marunji, Tal-Mulshi, Nr. Rajiv Gandhi IT Park, Hinjewadi, Dist. Pune",Pune,Non-Autonomous,117,66,www.alardinstitutes.com,66523702-01,info@alardinstitutes.com,Mr.B.B.Chavan,66523700-01
6326,"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur
",Pune,"G. No. 125, 124, A/P Shelve, Tal. Pandharpur. Dist. Solapur",Solapur,Non-Autonomous,300,200,www.karmayogiengg.com,250301-310,kecmailbox@rediffmail.com,WALAKE G.D.,250310-310
6378,"Sinhgad Technical Education Society's Sinhgad Institute of Pharmaceutical Sciences , Lonavala",Pune,"S.No. 309/310, Kusgaon (Bk.), Off. Mumbai-Pune Expressway, Lonavala, Tal- Maval, Dist - Pune - 410401",Pune,Non-Autonomous,180,100,www.sinhgad.edu,673324,sips@sinhgad.edu,Mr. Somnath B. Nalawade,673322
6417,"Poona District Education Association's, Institute of Technology,Hadpsar,Pune",Pune,"A.M. COllege Campus, Mahadeo Nagar, Manjari Road, Hadapsar,Pune-411028",Pune,Non-Autonomous,0,30,www.pdeaioth.in,26992415-201,iot@pdeapune.org,Rakhunde K N ,26990602
6419,"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Pune,"Vishnupuri,Talegaon Dabhade(St.), Tal.Maval District. Pune ",Pune,Non-Autonomous,90,90,www.ncerpune.com,228175,ncerpune@gmail.com,Mr.Samadhan Kumbhar,228175
6422,"Bharati Vidyapeeth's Institute of Technology, Palus, Sangli",Pune,"Atpost:Palus,Tal:Palus, Dist:Sangli 416310",Sangli,Non-Autonomous,0,0,www.iotpalus.bharatividyapeeth.edu,228585-225,mmsdeshmukh@rediffmail.com,Mr. Kulkarni H.R,228008
6423,"Shri Jain Vidya Prasarak Mandal's Rasiklal M. Dhariwal Institute of Technology, Chinchwadgaon, Pune",Pune,"Shri Fattechand Marg Pune , 411033",Pune,Non-Autonomous,50,0,www.rmdiot.com,27353516,rmdiot@gmail.com,Deshpande A A,98228894
6431,"Sai Charitable Trust, Indira Institute Of Diploma Engineering(Poly), Sasure, Tal. Barshi",Pune,"Flat No. 67, At Post Sasure ( Bairag )Solapur_Barshi Highway, Barshi, Solapur 413402",Solapur,Non-Autonomous,250,150,www.iidepoly.in,240700,ssctiide@gmail.com,Mr.Shinde D.B.,240700
6433,"Vidyavardhini Charitable Trust's Abhaysinhraje Bhonsle Institute of Technology, Shahunagar- Shendra, Satara",Pune,"Gat No. 282, 290 & 291 Shendre Satara  415001",Satara,Non-Autonomous,100,200,www.abitsatara.com,9822607137,abitsatara@rediffmail.com,MR. BHOSALE SOPAN SHIVAJI,9822607137
6434,"Dinkarrao K. Shinde Smarak Trust, Dr. A.D. Shinde Institute Of Technology, Gadhinglaj",Pune,"At Post-Bhadgaon, Taluka Gadhinglaj, Dist. Kolhapur  416502",Kolhapur,Non-Autonomous,0,0,www.adshindeit.org,250656,principal_dads@rediffmail.com,Mr. S. M. Mhaldar,250457
6436,"Sharad Institute of Technology Polytechnic, Yadrav( Ichalkaranji)",Pune,"Jay-Sangli Naka, Yadrav-Ichalkaranji, Shirol, Kolhapur  416121",Kolhapur,Non-Autonomous,60,60,www.sitpolytechnic.org,253050-02322,contact@sitpolytechnic.org,Mr.Wasim Ibrahim Shaikh,253053-02322
6444,"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Pune,"Paniv, Taluka Malshiras, Dist. Solapur 413113",Solapur,Non-Autonomous,300,300,www.sietpaniv.org,274055-02185,sietpoly@gmail.com,Mr Chougule Nayankumar Babanrao,274211-02185
6448,"Loknete Ma.Hanumantrao Patil Charitable Trust, Adarsh Institute of Technology (Poly), Khambale",Pune,"Gat No.421,At Post Khambale, Vita, Taluka Khanpur, Dist. Sangli  415311",Sangli,Non-Autonomous,300,240,www.aitpolytechnic.org,229191,aitp0991@rediffmail.com,Mr.Shinde S.V,9970832675
6466,"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Pune,"Gat No.716,Ghogaon,(Shivajinagar),Tal.Karad Satara , 415111",Satara,Non-Autonomous,0,0,www.sietghogaon.org,257309,ssietdegree@gmail.com,Shri Patil Santosh Vishrant,223096
6467,"Swami Vivekananda Pratisthan, Swami Vivekananda Institute Of Technology,Khed, Solapur",Pune,"Gat No.16/1,Solapur -Barshi Road,Khed,North  Solapur 413225",Solapur,Non-Autonomous,100,50,www.svitsolapur.org,2911026,svp_sol@rediffmail.com,MR. SAMADHAN DAGADU WADANE,2911025
6468,"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Pune,"2130, E Ward, Kolhapur  416003",Kolhapur,Non-Autonomous,0,30,www.bsiet.org,2658610,bsieat@gmail.com,Mr. Amit Aba Awad,2658613
6472,"Vidyavardhini Educational Academy's Vidyavardhini Institute Of Technology,Bhudargad",Pune,"Gat No.437/1,At Post: Pal, Tal.Bhudargad Kolhapur , 416209",Kolhapur,Non-Autonomous,100,60,www.vvitpal.in,-02324,vidyavardhini6472@gmail.com,Mr.SHINDE SANTOSH CHANDRAKANT,-02324
6536,"Vivekanad Institute of Technology Padmbhushan Vasantdada Patil College of Architecture, Pune",Pune,"Sr. No.274/2, 275/2,282, Aditya Nisarg, At Post Pirangut, Taluka Mulshi, District Pune",Pune,Non-Autonomous,30,30,www.pvpcoapune.com,20291299-0,pvpcoapune@gmail.com,Santosh P.Patil,20291308-0
6540,"Maharashtra State  Institute of Hotel Management & Catering Technology,Pune",Pune,"412-C,K.M.Munshi Road, Shivaji Nagar Pune  411016",Pune,Non-Autonomous,0,0,www.msihmctrs.in,25676640-218,msihmcttpo@gmail.com,GADE RAHUL ARUN,25676640-218
6545,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Pune,"Gat. No-247,A/P-Panwalewadi Post Varye,Tal-Satara 415015",Satara,Non-Autonomous,50,50,www.agce.sets.edu.in,200100,agcenggsatara@gmail.com,Kanase N.U.,200100
6548,"Suryadatta Educational Foundation, Suryadatta Institute of Business Management and Technology, Pune",Pune,"Bldg No. 2, S.No.342, Patil Nagar, Bavdhan BK, Pune. 411030",Pune,Non-Autonomous,60,40,www.sibmt.org,67901300-020,support@suryaydatta.edu.in,Mrs. Savita Matane,67901300-404
6602,"College Of Engineering, Vairag Tal. Barshi",Pune,"At/p- Sasure- Vairag On Solapur Barshi State HighWay Tal-Barshi Solapur , 413402",Solapur,Non-Autonomous,200,150,www.coevairag.org,240700,collegeofengineeringvairag@gmali.com,Shinde D.B.,240700
6608,"Institute of Technical Education, Research and Management, Akurdi",Pune,"Sectro No.28, PCNTDA,  Akurdi, Pune  411044",Pune,Non-Autonomous,0,0,www.pdeaitermakurdi.org,27650788-020,itermakurdi@gmail.com,Mrs Mohini V. kadam,27650276-020
6618,"Shriram Institute Of Engineering And Technology Centre, Paniv",Pune,"At/P-Paniv, Tal-Malshiras, Dist-Solapur 413113",Solapur,Non-Autonomous,750,1000,www.sietc.org,274044,principalsietc@gmail.com,CHANDANSHIVE DATTATRAY GANGADHAR,274222
6620,"D. Y. Patil Institute of Engineering and Technology, Ambi",Pune,"S.No. 124,126, At/Post Ambi, M.I.D.C. Road, Talegaon, Taluka-Maval, Dist Pune 410506",Pune,Non-Autonomous,550,500,www.dyptc.com,306229-229,ddypea@gmail.com,SHRI. Bhavanrao GAIKWAD,306229-229
6621,"Institute Of Knowledge-College Of Engineering, Pimpale - Jagtap",Pune,"Pimpale - Jagtap , Tal. Shirur , District - Pune.  412208",Pune,Non-Autonomous,250,50,www.iokcoe.ac.in,673304,principal.iok@gmail.com,Mr.awargand Vinod B,673333
6622,"I.S.B.& M. School of Technology, Nande Village",Pune,"Survey No.44/1, 44/1/2, Nande Village Taluka Mulshi , Pune  411042",Pune,Non-Autonomous,137,60,www.isbmsot.org,25754676,isbm.engg@isbm.ac.in,Ankush H. Kusmude,25754618
6625,"Universal College of Engineering & Research, Sasewadi",Pune,"Gat No. 430, Sasewadi, Pune",Pune,Non-Autonomous,200,100,www.ucoer.edu.in,021132-20000,preranap.pune@gmail.com,Pravin D Dhotre,220000-101
6634,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Pune,"Svy.NO.25&27,At pisoli,Post Yevalewadi,Tal-Haveli,Bopdeo Ghat,Pune  411048",Pune,Non-Autonomous,500,0,www.kjsedu.com,8446091199,estb.pcoemr@gmail.com,Anil B.Chorge,69739009
6643,"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Pune,"At Post Korti,Pandharpur - Karad road,  Tal-Pandharpur, Dist-Solapur",Solapur,Non-Autonomous,700,400,www.spspm.org,250146-103,principal@sknscoe.ac.in,S. H. KARANDE,250103-103
6729,"Ninaidevi Shikshan Prasarak Mandal,Shri. Shivajirao Deshmukh Institute of Technology, Shirala, Sangli ",Pune,"Red Batish Shirala, Sangli   415408",Sangli,Non-Autonomous,100,100,www.ssdit.org,285556,principal.ssdit@gmail.com,Mr.R.B.Patil,285555
6732,"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",Pune,"Dr. D.Y. Patil Knowledge City, Charholi (Bk.), via Lohegaon, Pune",Pune,Non-Autonomous,100,50,www.dypic.in,67077922-6603,mankar.vidyanand@dypic.in,Mankar Vidyanand,67077922-6603
6741,"Sinhgad Technical Education Society's S.K.N. Sinhgad School of Business Management, Ambegaon, Tal. Haveli Dist. Pune",Pune,"10/1, Ambegaon(Bu.), Tal- Haveli, Pune. 411041",Pune,Non-Autonomous,180,80,www.sinhgad.edu,24354036,director_sknsbm@sinhgad.edu,Mr. Mahesh Shinde,24354036-846
6754,"International Institute of Information Technology (I²IT), Pune.",Pune,"P-14, Rajiv Gandhi Infotech Park, Hinjawadi, Pune  411057",Pune,Non-Autonomous,320,170,www.isquareit.edu.in,22933441-222,principal@isquareit.edu.in,Mr. Dinesh Joje,22934013-222
6755,"JSPM Narhe Technical Campus, Pune.",Pune,"S.No.12/2/2, 14/9, Narhe, Pune 411041",Pune,Non-Autonomous,250,175,jspmntc.edu.in,24608701-201,director.jspmntc@gmail.com,Mr. Nitin Jalindar Mukane,00-00
6757,"Yashoda Technical Campus, Wadhe, Satara.",Pune,"S.No.242/1, At post Wadhe,Tal.& Dist. Satara.  415011",Satara,Non-Autonomous,100,300,www.yes.edu.in,271239-205,principalengg_ytc@yes.edu.in,Mr. Kishor Rajendrakumar Shinde,271240-205
6758,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Pune,"A/P Rajuri, Taluka-Junnar, Dist-Pune. 412411",Pune,Non-Autonomous,250,120,www.sahyadrivalleycollege.com,97675800-00,sahyadrivalleycollege@gmail.com,Mr.P.Balaramudu,75680000-0976
6759,"Shree Ramchandra College of Engineering, Lonikand,Pune",Pune,"Gat No. 351 & 333/1 At post Lonikand, Taluka Haveli, Dist. Pune  412216",Pune,Non-Autonomous,150,100,www.srespune.org,26659999,srcoepune@gmail.com,Mr. B. G. Chaudhari,26659999
6766,Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara ,Pune,"Survey No.31(Part), Thakurki, Tal. Phaltan, Dist.Satara.  ",Satara,Non-Autonomous,0,0,www.coephaltan.edu.in,220339,coeprincipal@yahoo.co.in,D. B. Gore,220339
6767,"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Pune,"Kamshet, Taluka Maval, Dist. Pune 410405",Pune,Non-Autonomous,40,0,www.srttc.ac.in,264101-101,principal@srttc.ac.in,Prof. Girish N. Matre,264106-106
6770,"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Pune,"Gat No.309, Kusgaon Budruk, Opp. Pune Mumbai Express Highway, Kusgaon, Lonavala, Pune.  410401",Pune,Non-Autonomous,1600,800,www.sinhgad.edu,673391-393,principal.sknsits@sinhgad.edu,Mr. Vijaykumar Kisan Gangthade,673225-243
6771,"Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza, Pune",Pune,"49/1, Khopi, Nr. Khed-Shivapur Toll Plaza, Off Pune-Banglore Highway, Taluka-Bhor,Dist.Pune , 412205",Pune,Non-Autonomous,150,100,www.flora.ac.in,203060,flora.education@gmail.com,Rahul Padalkar,203061
6772,"NBN Sinhgad Technical Institutes Campus, Pune",Pune,"10/1, Ambegaon Budruk, Tal.Haveli, Dist.Pune. 411041",Pune,Non-Autonomous,600,300,www.sinhgad.edu,24355042,nbnssoe@sinhgad.edu,MR SANTOSH D PATOLE,24355041
6780,"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Pune,"G.No. 85, Talasande, Tal- Hatkangle, Kolhapur  416112",Kolhapur,Non-Autonomous,400,200,www.dyptechnicalcampus.com,9545719599,engg.dyptc@gmail.com,Shri Bhagaje Prakash Mallappa,9545719599
6781,"Bhagwant Institute of Technology, Barshi",Pune,"Gat No. 1242/2, Tadsoundane Road, Barshi. Solapur.413401",Solapur,Non-Autonomous,200,100,www.bitbarshi.edu.in,220070,bitbarshi6781@gmail.com,Budruk P.V.,220031
6782,"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj",Pune,"At Shankar Nagar, Akluj, Post Yashwant Nagar, Dist. Solapur",Solapur,Non-Autonomous,200,150,www.smsmpitr.org,223548-102,smpcht@gmail.com,Ms. Magar Megha Abhaysingh,223548-102
6786,"Dr. D. Y. Patil School of Engineering & Technology,  Charholi(Bk), Via Lohgaon, Pune",Pune,"Dr. D Y Patil Knowledge City, Charholi(Bk), Via-Lohgaon,  Pune 412105",Pune,Non-Autonomous,80,60,www.dypic.in,2067077931,principalsoet@dypic.in,Mr. Vidyanand Mankar,2067077931-931
6787,"Dr. D. Y. Patil Educational Academy's, D.Y.Patil School of Engineering Academy, Ambi",Pune,"S.No 124,126 At/Post Ambi, Talegaon Dhabade, Taluka-Maval, Dist Pune Talegaon Dabhade, Tal. Maval Dist. Pune 410506",Pune,Non-Autonomous,500,500,www.dyptc.com,306230-230,ddypea@gmail.com,shri. B. S. Gaikwad,306230-230
6795,"Shri.Someshwar Shikshan Prasarak Mandals, Someshwar Engineering College, Someshwar Nagar",Pune,"Gat No. 53, Waghalwadi, Post Someshwar nagar, Tal. Baramati, Dist. Pune.",Pune,Non-Autonomous,0,80,www.secsomeshwar.ac.in,02112283,ajay.deshmukh@rediffmail.com,mr. Mohite S.R.,283185
6797,"Dnyanshree Institute Engineering and Technology, Satara",Pune,"A/p Sonvadi-Gajvadi, Sajjangad Road, Tal Satara, Dist. Satara.",Satara,Non-Autonomous,75,50,www.dnyanshree.edu.in,206563-02162,rwmct.satara@gmail.com,Mr. Gosavi P.M.,206566-02162
